timestamp,machine_id,temperature_c,vibration_mm_s,runtime_hours,downtime_minutes,energy_kwh
2026-01-04 13:00:00,M002,46.04,1.78,0.84,0,10.02
2026-01-04 13:00:00,M003,66.88,3.56,0.94,0,26.0
2026-01-04 14:00:00,M001,54.04,2.18,0.96,0,23.96
2026-01-04 14:00:00,M002,52.21,1.54,0.99,0,10.57
2026-01-04 14:00:00,M003,68.24,3.52,0.92,0,27.89
2026-01-04 15:00:00,M001,58.69,1.5,0.96,0,22.61
2026-01-04 15:00:00,M002,48.82,1.87,0.92,0,10.33
2026-01-04 15:00:00,M003,69.39,2.79,0.95,5,30.93
2026-01-04 16:00:00,M001,61.07,1.95,0.92,0,24.09
2026-01-04 16:00:00,M002,49.41,1.33,0.92,0,9.63
2026-01-04 16:00:00,M003,63.98,4.48,0.94,15,35.03
2026-01-04 17:00:00,M001,59.23,2.23,0.85,0,27.26
2026-01-04 17:00:00,M002,47.67,1.2,0.81,0,10.35
2026-01-04 17:00:00,M003,61.88,3.64,0.98,0,25.33
2026-01-04 18:00:00,M001,52.03,2.15,1.0,0,26.46
2026-01-04 18:00:00,M002,45.16,2.0,0.89,0,11.42
2026-01-04 18:00:00,M003,70.79,3.55,0.84,0,31.62
2026-01-04 19:00:00,M001,57.4,1.96,0.95,0,22.19
2026-01-04 19:00:00,M002,54.37,1.68,1.0,5,9.91
2026-01-04 19:00:00,M003,66.42,4.23,0.9,0,30.43
2026-01-04 20:00:00,M001,62.96,1.88,0.96,0,24.27
2026-01-04 20:00:00,M002,49.39,1.26,0.82,10,9.67
2026-01-04 20:00:00,M003,58.82,3.8,0.92,0,26.69
2026-01-04 21:00:00,M001,51.24,2.0,1.0,5,25.68
2026-01-04 21:00:00,M002,50.33,1.47,0.97,0,11.92
2026-01-04 21:00:00,M003,66.55,3.1,0.82,0,32.98
2026-01-04 22:00:00,M001,64.68,1.64,0.93,0,24.06
2026-01-04 22:00:00,M002,49.96,1.49,0.92,0,11.82
2026-01-04 22:00:00,M003,68.05,2.71,0.87,0,26.8
2026-01-04 23:00:00,M001,60.47,2.02,0.99,0,25.06
2026-01-04 23:00:00,M002,50.26,0.91,0.93,0,10.06
2026-01-04 23:00:00,M003,67.28,4.42,0.83,0,33.66
2026-01-05 00:00:00,M001,60.93,2.6,1.0,0,24.3
2026-01-05 00:00:00,M002,48.65,1.32,0.94,0,10.7
2026-01-05 00:00:00,M003,68.8,3.5,0.86,0,31.31
2026-01-05 01:00:00,M001,67.95,0.98,0.83,5,25.87
2026-01-05 01:00:00,M002,44.53,1.43,0.97,0,9.83
2026-01-05 01:00:00,M003,58.99,3.15,0.8,0,22.23
2026-01-05 02:00:00,M001,59.27,2.16,0.8,0,21.04
2026-01-05 02:00:00,M002,50.73,1.5,0.82,0,11.58
2026-01-05 02:00:00,M003,73.98,3.4,0.83,0,29.92
2026-01-05 03:00:00,M001,57.33,1.93,0.88,0,27.42
2026-01-05 03:00:00,M002,55.88,1.44,0.94,0,10.33
2026-01-05 03:00:00,M003,73.2,3.91,0.81,5,28.54
2026-01-05 04:00:00,M001,72.79,1.76,0.93,0,25.48
2026-01-05 04:00:00,M002,51.2,1.51,0.83,0,10.25
2026-01-05 04:00:00,M003,78.07,3.58,0.81,0,28.9
2026-01-05 05:00:00,M001,62.92,1.46,0.87,0,22.06
2026-01-05 05:00:00,M002,45.81,1.66,0.85,0,12.19
2026-01-05 05:00:00,M003,71.59,4.1,0.92,0,27.73
2026-01-05 06:00:00,M001,60.39,1.9,0.93,0,26.66
2026-01-05 06:00:00,M002,52.22,1.31,1.0,0,11.93
2026-01-05 06:00:00,M003,75.64,3.8,0.83,0,31.61
2026-01-05 07:00:00,M001,67.36,1.58,0.89,0,20.07
2026-01-05 07:00:00,M002,49.11,1.42,0.86,0,11.31
2026-01-05 07:00:00,M003,72.08,3.4,0.95,0,30.85
2026-01-05 08:00:00,M001,64.45,2.29,0.84,0,25.33
2026-01-05 08:00:00,M002,54.69,1.62,0.96,0,10.35
2026-01-05 08:00:00,M003,74.19,3.51,0.92,0,30.93
2026-01-05 09:00:00,M001,70.51,2.23,0.94,5,20.48
2026-01-05 09:00:00,M002,55.16,1.7,0.8,0,10.86
2026-01-05 09:00:00,M003,61.88,3.37,0.96,0,27.45
2026-01-05 10:00:00,M001,70.35,2.16,0.87,0,21.61
2026-01-05 10:00:00,M002,51.78,1.46,0.95,0,11.01
2026-01-05 10:00:00,M003,64.08,3.89,0.87,0,29.64
2026-01-05 11:00:00,M001,64.1,2.29,1.0,0,23.25
2026-01-05 11:00:00,M002,56.91,1.38,0.88,0,11.22
2026-01-05 11:00:00,M003,72.66,2.58,0.96,0,33.79
2026-01-05 12:00:00,M001,59.24,3.02,0.92,0,22.87
2026-01-05 12:00:00,M002,50.74,2.12,0.94,0,12.21
2026-01-05 12:00:00,M003,71.89,3.17,0.81,0,27.55
2026-01-05 13:00:00,M001,61.98,2.28,0.96,0,25.91
2026-01-05 13:00:00,M002,45.43,1.44,0.82,0,10.28
2026-01-05 13:00:00,M003,58.67,4.41,1.0,10,31.89
2026-01-05 14:00:00,M001,56.88,2.74,0.82,0,26.44
2026-01-05 14:00:00,M002,52.33,1.39,0.91,0,12.09
2026-01-05 14:00:00,M003,65.56,2.83,0.86,10,30.42
2026-01-05 15:00:00,M001,53.16,1.81,0.97,0,20.81
2026-01-05 15:00:00,M002,52.05,1.34,0.83,0,9.83
2026-01-05 15:00:00,M003,53.64,3.48,0.89,0,35.32
2026-01-05 16:00:00,M001,58.99,2.19,0.95,0,22.0
2026-01-05 16:00:00,M002,51.21,1.47,0.85,0,10.8
2026-01-05 16:00:00,M003,66.87,3.72,0.89,0,32.74
2026-01-05 17:00:00,M001,57.98,1.99,0.81,0,22.51
2026-01-05 17:00:00,M002,40.3,1.77,0.8,0,11.74
2026-01-05 17:00:00,M003,66.59,3.54,0.99,0,31.55
2026-01-05 18:00:00,M001,54.19,1.79,0.84,0,25.59
2026-01-05 18:00:00,M002,44.98,1.64,0.92,0,10.96
2026-01-05 18:00:00,M003,64.33,3.01,0.9,0,30.6
2026-01-05 19:00:00,M001,67.74,2.17,0.81,0,25.39
2026-01-05 19:00:00,M002,46.69,1.53,0.83,10,9.93
2026-01-05 19:00:00,M003,53.39,3.76,0.89,0,32.71
2026-01-05 20:00:00,M001,65.1,2.82,0.96,0,24.04
2026-01-05 20:00:00,M002,47.09,1.31,0.83,0,10.2
2026-01-05 20:00:00,M003,68.61,4.47,0.98,5,30.97
2026-01-05 21:00:00,M001,60.74,1.88,1.0,0,20.87
2026-01-05 21:00:00,M002,53.53,1.48,0.82,0,10.82
2026-01-05 21:00:00,M003,83.97,3.24,0.96,10,33.45
2026-01-05 22:00:00,M001,62.57,1.42,0.92,0,25.84
2026-01-05 22:00:00,M002,47.33,1.37,0.98,0,12.28
2026-01-05 22:00:00,M003,70.42,2.99,0.97,5,28.07
2026-01-05 23:00:00,M001,67.15,1.87,0.84,5,23.19
2026-01-05 23:00:00,M002,46.18,1.63,0.82,5,13.06
2026-01-05 23:00:00,M003,62.66,3.51,0.99,0,34.24
2026-01-06 00:00:00,M001,56.69,2.17,0.83,0,23.63
2026-01-06 00:00:00,M002,53.94,1.86,0.94,5,13.59
2026-01-06 00:00:00,M003,68.97,3.29,0.96,0,31.02
2026-01-06 01:00:00,M001,60.52,1.6,0.89,0,26.28
2026-01-06 01:00:00,M002,41.51,1.32,0.87,0,12.3
2026-01-06 01:00:00,M003,67.89,4.0,0.82,0,31.64
2026-01-06 02:00:00,M001,60.04,1.63,0.93,0,27.23
2026-01-06 02:00:00,M002,48.71,1.8,0.89,10,10.57
2026-01-06 02:00:00,M003,63.48,3.69,0.94,0,26.46
2026-01-06 03:00:00,M001,67.94,2.11,0.85,0,23.48
2026-01-06 03:00:00,M002,53.49,1.1,0.86,0,11.13
2026-01-06 03:00:00,M003,77.69,3.81,0.97,0,30.54
2026-01-06 04:00:00,M001,65.17,2.44,0.93,0,24.82
2026-01-06 04:00:00,M002,49.03,1.46,0.89,5,10.03
2026-01-06 04:00:00,M003,57.14,4.01,0.95,5,28.39
2026-01-06 05:00:00,M001,61.55,2.28,0.86,5,23.13
2026-01-06 05:00:00,M002,52.96,1.68,0.97,0,10.06
2026-01-06 05:00:00,M003,73.43,3.72,0.82,0,35.51
2026-01-06 06:00:00,M001,61.9,1.88,0.86,0,25.6
2026-01-06 06:00:00,M002,43.53,1.79,0.98,0,12.71
2026-01-06 06:00:00,M003,67.48,3.4,0.81,0,30.21
2026-01-06 07:00:00,M001,67.81,1.63,0.82,5,24.48
2026-01-06 07:00:00,M002,53.9,1.65,0.9,0,11.19
2026-01-06 07:00:00,M003,73.01,3.11,0.95,0,24.51
2026-01-06 08:00:00,M001,61.31,2.38,0.92,0,27.22
2026-01-06 08:00:00,M002,55.26,1.52,0.82,0,9.4
2026-01-06 08:00:00,M003,78.85,3.39,0.95,0,30.37
2026-01-06 09:00:00,M001,64.76,1.75,0.85,0,24.39
2026-01-06 09:00:00,M002,47.55,1.49,0.99,0,10.57
2026-01-06 09:00:00,M003,64.54,2.66,0.92,0,29.75
2026-01-06 10:00:00,M001,62.41,1.42,0.96,0,23.38
2026-01-06 10:00:00,M002,46.99,0.94,0.99,0,11.12
2026-01-06 10:00:00,M003,69.07,3.05,0.9,5,29.04
2026-01-06 11:00:00,M001,58.02,2.76,1.0,0,23.88
2026-01-06 11:00:00,M002,47.17,1.05,0.98,0,9.2
2026-01-06 11:00:00,M003,60.08,2.55,0.96,10,32.69
2026-01-06 12:00:00,M001,59.58,2.06,0.82,0,27.22
2026-01-06 12:00:00,M002,53.59,0.85,0.82,0,10.28
2026-01-06 12:00:00,M003,67.34,3.55,0.99,0,29.33
2026-01-06 13:00:00,M001,58.75,1.56,0.92,0,26.82
2026-01-06 13:00:00,M002,52.83,1.57,0.94,0,11.95
2026-01-06 13:00:00,M003,69.44,2.81,0.8,0,30.33
2026-01-06 14:00:00,M001,61.36,1.25,0.82,0,22.9
2026-01-06 14:00:00,M002,50.37,1.88,0.93,0,10.13
2026-01-06 14:00:00,M003,64.77,4.57,0.86,0,26.42
2026-01-06 15:00:00,M001,66.6,2.56,0.96,5,23.5
2026-01-06 15:00:00,M002,49.46,1.74,0.87,0,11.79
2026-01-06 15:00:00,M003,59.26,4.12,0.87,0,33.38
2026-01-06 16:00:00,M001,56.47,1.91,0.83,0,23.38
